5, 0, 2, 0, 28, 24, 0, 0
5, 0, 2.2, 0, 28, 24, 0, 1
5, 0, 2.4, 0, 28, 24, 0, 0
5, 0, 2.6, 0, 28, 24, 0, 449
5, 0, 2.8, 0, 28, 24, 0, 1170
5, 0, 3, 0, 28, 24, 0, 1889
5, 0, 3.2, 0, 28, 24, 0, 2611
5, 0, 3.4, 0, 28, 24, 0, 3333
5, 0, 3.6, 0, 28, 24, 0, 4055
5, 0, 3.8, 0, 28, 24, 0, 4785
5, 0, 4, 0, 28, 24, 0, 5491
5, 0, 4.2, 0, 28, 24, 0, 6214
5, 0, 4.4, 0, 28, 24, 0, 6933
5, 0, 4.6, 0, 28, 24, 0, 7654
5, 0, 4.8, 0, 28, 24, 0, 8372
5, 0, 2, 0.02, 28, 24, 0, 0
5, 0, 2.2, 0.02, 28, 24, 0, 0
5, 0, 2.4, 0.02, 28, 24, 0, 1
5, 0, 2.6, 0.02, 28, 24, 11, 438
5, 0, 2.8, 0.02, 28, 24, 20, 1147
5, 0, 3, 0.02, 28, 24, 30, 1862
5, 0, 3.2, 0.02, 28, 24, 59, 2545
5, 0, 3.4, 0.02, 28, 24, 81, 3249
5, 0, 3.6, 0.02, 28, 24, 63, 3994
5, 0, 3.8, 0.02, 28, 24, 83, 4684
5, 0, 4, 0.02, 28, 24, 107, 5390
5, 0, 4.2, 0.02, 28, 24, 128, 6089
5, 0, 4.4, 0.02, 28, 24, 136, 6789
5, 0, 4.6, 0.02, 28, 24, 159, 7493
5, 0, 4.8, 0.02, 28, 24, 181, 8181
5, 0, 2, 0.04, 28, 24, 0, 0
5, 0, 2.2, 0.04, 28, 24, 0, 0
5, 0, 2.4, 0.04, 28, 24, 0, 0
5, 0, 2.6, 0.04, 28, 24, 13, 432
5, 0, 2.8, 0.04, 28, 24, 42, 1113
5, 0, 3, 0.04, 28, 24, 86, 1787
5, 0, 3.2, 0.04, 28, 24, 105, 2494
5, 0, 3.4, 0.04, 28, 24, 144, 3184
5, 0, 3.6, 0.04, 28, 24, 174, 3875
5, 0, 3.8, 0.04, 28, 24, 186, 4583
5, 0, 4, 0.04, 28, 24, 231, 5256
5, 0, 4.2, 0.04, 28, 24, 236, 5969
5, 0, 4.4, 0.04, 28, 24, 286, 6631
5, 0, 4.6, 0.04, 28, 24, 323, 7319
5, 0, 4.8, 0.04, 28, 24, 352, 8013
5, 0, 2, 0.06, 28, 24, 0, 0
5, 0, 2.2, 0.06, 28, 24, 0, 0
5, 0, 2.4, 0.06, 28, 24, 0, 1
5, 0, 2.6, 0.06, 28, 24, 30, 396
5, 0, 2.8, 0.06, 28, 24, 84, 1084
5, 0, 3, 0.06, 28, 24, 88, 1798
5, 0, 3.2, 0.06, 28, 24, 163, 2440
5, 0, 3.4, 0.06, 28, 24, 205, 3096
5, 0, 3.6, 0.06, 28, 24, 254, 3787
5, 0, 3.8, 0.06, 28, 24, 309, 4448
5, 0, 4, 0.06, 28, 24, 326, 5152
5, 0, 4.2, 0.06, 28, 24, 396, 5797
5, 0, 4.4, 0.06, 28, 24, 377, 6538
5, 0, 4.6, 0.06, 28, 24, 450, 7182
5, 0, 4.8, 0.06, 28, 24, 471, 7891
5, 0, 2, 0.08, 28, 24, 0, 0
5, 0, 2.2, 0.08, 28, 24, 0, 0
5, 0, 2.4, 0.08, 28, 24, 0, 0
5, 0, 2.6, 0.08, 28, 24, 46, 386
5, 0, 2.8, 0.08, 28, 24, 102, 1050
5, 0, 3, 0.08, 28, 24, 149, 1734
5, 0, 3.2, 0.08, 28, 24, 210, 2387
5, 0, 3.4, 0.08, 28, 24, 295, 3030
5, 0, 3.6, 0.08, 28, 24, 308, 3722
5, 0, 3.8, 0.08, 28, 24, 375, 4376
5, 0, 4, 0.08, 28, 24, 445, 5029
5, 0, 4.2, 0.08, 28, 24, 530, 5658
5, 0, 4.4, 0.08, 28, 24, 542, 6381
5, 0, 4.6, 0.08, 28, 24, 611, 7010
5, 0, 4.8, 0.08, 28, 24, 679, 7677
5, 0, 2, 0.1, 28, 24, 0, 0
5, 0, 2.2, 0.1, 28, 24, 0, 0
5, 0, 2.4, 0.1, 28, 24, 0, 1
5, 0, 2.6, 0.1, 28, 24, 39, 389
5, 0, 2.8, 0.1, 28, 24, 118, 1032
5, 0, 3, 0.1, 28, 24, 189, 1684
5, 0, 3.2, 0.1, 28, 24, 242, 2341
5, 0, 3.4, 0.1, 28, 24, 320, 2981
5, 0, 3.6, 0.1, 28, 24, 395, 3629
5, 0, 3.8, 0.1, 28, 24, 477, 4271
5, 0, 4, 0.1, 28, 24, 520, 4944
5, 0, 4.2, 0.1, 28, 24, 636, 5560
5, 0, 4.4, 0.1, 28, 24, 705, 6201
5, 0, 4.6, 0.1, 28, 24, 785, 6840
5, 0, 4.8, 0.1, 28, 24, 841, 7503
5, 0, 2, 0.12, 28, 24, 0, 0
5, 0, 2.2, 0.12, 28, 24, 0, 0
5, 0, 2.4, 0.12, 28, 24, 0, 0
5, 0, 2.6, 0.12, 28, 24, 58, 361
5, 0, 2.8, 0.12, 28, 24, 136, 1008
5, 0, 3, 0.12, 28, 24, 218, 1639
5, 0, 3.2, 0.12, 28, 24, 327, 2256
5, 0, 3.4, 0.12, 28, 24, 408, 2899
5, 0, 3.6, 0.12, 28, 24, 528, 3505
